country,description,designation,points,price,province,region_1,region_2,taster_name,title,variety,winery,freq,c_freq,red,rose,white,sparkling,flavor_categories_taste_notes
US,"You can taste the dosage on this Chardonnay, Pinot Noir and Pinot Meunier brut in the overt sweetness that accompanies the pear, citrus and raspberry fruit flavors. With noticeable residual sugar, it's not really a dry sparkling wine, but it is delicious.",Vintage Brut,87,48.0,California,Russian River Valley,Sonoma,,J Vineyards & Winery 2005 Vintage Brut Sparkling (Russian River Valley),Sparkling Blend,J Vineyards & Winery,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Neutral white-fruit aromas turn cheesy with airing. This vintage Brut Nature feels rather flat and lifeless, while a mix of buttery, bitter flavors suggest quince and butterscotch. Nutty notes and almondy bitterness control the finish. Drink now.",M Marrugat Gran Reserva Brut Nature Millésime,88,24.0,Catalonia,Cava,,Michael Schachner,Pinord 2009 M Marrugat Gran Reserva Brut Nature Millésime Sparkling (Cava),Sparkling Blend,Pinord,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Chenin Blanc dominates this attractive wine, giving a nutty, almond and honey character. Stewed pear is balanced with lime acidity in a fruity contrast. The wine is aromatic, lively and ready to drink.",De Chanceny Brut,87,19.0,Loire Valley,Crémant de Loire,,Roger Voss,Cave de Saumur NV De Chanceny Brut Sparkling (Crémant de Loire),Sparkling Blend,Cave de Saumur,2153.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"A blend dominated by Pinot Noir gives this ripe, pink rosé its rich character. It is soft with some sweetness from the high dosage that makes it immediately accessible and easy to drink. In its cheerful bottle, it is definitely a party wine.",Nocturne Rosé Sec,87,95.0,Champagne,Champagne,,Roger Voss,Taittinger NV Nocturne Rosé Sec  (Champagne),Champagne Blend,Taittinger,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"A hint of lemon-lime characterizes an otherwise neutral nose. This definitively sweet Cava is a bit heavy and sticky but not out of shape. Candied apple, confection sugar and cinnamon flavors finish with baking-spice notes.",Sweet Reserva,87,15.0,Catalonia,Cava,,Michael Schachner,Juvé y Camps NV Sweet Reserva Sparkling (Cava),Sparkling Blend,Juvé y Camps,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"This small producer, based in the Marne Valley, has a strong predilection for Pinot Meunier, which forms 70% of this blend. It gives a soft, ripe character to the wine while allowing plenty of space for crisp apples, lemon and minerality. This bottling is young and should mature for a few more months before drinking in 2017.",Brut,87,49.0,Champagne,Champagne,,Roger Voss,Liebart-Régnier NV Brut  (Champagne),Champagne Blend,Liebart-Régnier,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Apple, spice and mild yeast aromas are composed and hint at complexity. This feels complete, with a layer or two of depth. Dry flavors of apple and apricot are clean and direct.",Federico Paternina Banda Azul,87,10.0,Catalonia,Cava,,Michael Schachner,Marqués de la Concordia 2013 Federico Paternina Banda Azul Sparkling (Cava),Sparkling Blend,Marqués de la Concordia,2153.0,5014.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Italy,"Citrus, chopped herb and baked bread aromas float out of the glass. On the soft palate, foaming bubbles cushion creamy yellow apple while hints of ginger and nectarine zest add interest.",Satén,87,38.0,Lombardy,Franciacorta,,Kerin O’Keefe,Monogram NV Satén Sparkling (Franciacorta),Sparkling Blend,Monogram,2153.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"From vines in the Marne Valley, this soft, creamy and fruity wine is made to be drunk young. It has plenty of red currant fruits and a light touch of tannin all balanced by acidity at the end.",Brut Rosé,87,54.0,Champagne,Champagne,,Roger Voss,Pannier NV Brut Rosé  (Champagne),Champagne Blend,Pannier,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
Austria,"The nose gives nothing away apart from the occasional grassy glimpse. The creamy, frothy palate shows soft apple and citrus notes fizzing away and ending on an off-dry, gentle finish, informed by real lemony freshness.",White Secco Méthode Traditionelle,87,20.0,Österreichischer Sekt,,,Anne Krebiehl MW,Schlumberger Wein- und Sektkellerei NV White Secco Méthode Traditionelle Sparkling (Österreichischer Sekt),Sparkling Blend,Schlumberger Wein- und Sektkellerei,2153.0,2865.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Blossom and citrus notes stream from the glass—there are notes of green pear too. The slender palate boosts these fruit notes with a generous but still dry dosage, while hints of grassy herbs play along the edges. This is frothy, easy and very fresh. Drink soon.",Brut,87,20.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,Allimant-Laugner NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Allimant-Laugner,2153.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Soft and fruity, this is ripe with a gentle character from a high dosage (sugar syrup that tops up the bottle after they freeze the neck to pop out old yeast cells). This light-colored wine is perfumed with the scent of wild strawberries.",Cuvée Léonie Brut Rosé,87,40.0,Champagne,Champagne,,Roger Voss,Canard-Duchêne NV Cuvée Léonie Brut Rosé  (Champagne),Champagne Blend,Canard-Duchêne,1396.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
US,"This méthode Champenoise blend of 76% Pinot Noir and 24% Chardonnay impresses with its inviting mousse of peach and strawberry. It's fresh and lush, aged on the lees for three years, giving it body without an overabundance of alcohol. Dry, it finishes with a twist of candied orange peel.",Brut Rosé,92,55.0,California,Carneros,Napa-Sonoma,Virginie Boone,Frank Family 2012 Brut Rosé Sparkling (Carneros),Sparkling Blend,Frank Family,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"This is a soft, off-dry wine with attractive red fruit and a smooth, rounded texture. Acidity balances to give a crisp, fruity aftertaste. Drink now.",Rosé Excellence Brut,86,14.0,France Other,Vin Mousseux,,Roger Voss,Bouvet-Ladubay NV Rosé Excellence Brut Sparkling (Vin Mousseux),Sparkling Blend,Bouvet-Ladubay,2153.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
Brazil,Yeasty briny aromas are a bit pickled and not very fruity. This rosé feels yeasty and not very tight or expressive. Flavors of tropical fruits and melon don't change much on a quick-passing finish.,Blush,86,23.0,Brazil,,,Michael Schachner,Casa Valduga 2015 Blush  (Brazil),Champagne Blend,Casa Valduga,1396.0,41.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"This Champagne-method bubbly incorporates several different grape varieties, much like the Evolution white. It's round and creamy, with fat bubbles but good persistence. Flavors are in the sekt camp, with hints of honey and vanilla.",Evolution,89,22.0,America,,,Paul Gregutt,Sokol Blosser NV Evolution Sparkling (America),Sparkling Blend,Sokol Blosser,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"The delicate pétillance and soft, lingering mousse of this wine exemplify Sparkling Pointe's house style. Crisp apple, pear and lemon flavors are approachable and fresh but nuanced by shades of cream, nut and pastry. Zesty acidity highlights a brisk, impeccably clean finish.",Brut,89,29.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,Sparkling Pointe 2013 Brut Sparkling (North Fork of Long Island),Sparkling Blend,Sparkling Pointe,2153.0,52329.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
US,"Brut X is an extreme brut, made in a bone-dry style from a blend of 31% Chardonnay and 69% Pinot Noir with no added sugar. It's then aged four years. Floral in honeysuckle, the flavors are sharply focused and salty, a mix of lemon, pear and peach that can be enjoyed before, during and after a meal.",Brut X,94,50.0,California,Green Valley,Sonoma,Virginie Boone,Iron Horse 2010 Brut X Sparkling (Green Valley),Sparkling Blend,Iron Horse,2153.0,52329.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"Wiemer's Cuvée Brut is fresher and more forward than the producer's longer-aged blanc de blanc. Yet amidst the cutting green apple and lemon, there's plenty of autolytic character, expressed as whispers of toast, rising dough and burnt sugar. It's vibrantly balanced by tiny, penetrating bubbles and a lingering, fresh finish.",Cuvée Brut,92,32.0,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,Hermann J. Wiemer 2013 Cuvée Brut  (Seneca Lake),Champagne Blend,Hermann J. Wiemer,1396.0,52329.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Italy,"This opens with nutty aromas that eventually reveal subdued notes of fruit and spice. The palate is lean, with walnut flavors and hints of dried cherry and nutmeg. It lacks fruit richness and has a bitter finish.",Brolese Rosé Extra Brut,86,29.0,Lombardy,Franciacorta,,Kerin O’Keefe,Villa Crespia NV Brolese Rosé Extra Brut Sparkling (Franciacorta),Sparkling Blend,Villa Crespia,2153.0,16121.0,0.0,0.0,0.0,1.0,other sparkling
US,"This blend of Pinot Noir, Chenin Blanc, French Colombard and Chardonnay has poise. It's dry to slightly sweet, with a brisk scour of acidity to lift the lime, orange and vanilla flavors.",Brut,86,14.0,California,California,California Other,,Korbel NV Brut Sparkling (California),Sparkling Blend,Korbel,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Extra Dry, in this case, really means slightly sweet, in the crazy language of sparkling wine. But don't let that stop you from enjoying this blend of Chenin Blanc, Pinot Noir, Chardonnay and French Columbard. It's clean, zesty and delightful to drink, with strawberry, lime, orange zest, sourdough bread and vanilla flavors.",Extra Dry,86,14.0,California,California,California Other,,Korbel NV Extra Dry Sparkling (California),Sparkling Blend,Korbel,2153.0,52329.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Austria,"At first, this displays an almost grassy freshness, then fine bubbles bring out a certain savouriness on the palate that would work incredibly well with seafood, tempura or any number of lighter foods. If you are planning a dinner around sparkling wine, put this one on your list. The dry but rich and spicy finish call out for food.",Brut,89,22.0,Österreichischer Sekt,,,Anne Krebiehl MW,Bründlmayer 2010 Brut Sparkling (Österreichischer Sekt),Sparkling Blend,Bründlmayer,2153.0,2865.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"This Pinot Noir-dominant sparkler is nutty and perfumed, its honeysuckle scents bringing lightness and brightness to a meaty core of body and weight.",Devaux Ranch Blanc de Noirs,88,45.0,California,Napa Valley,Napa,Virginie Boone,Mumm Napa 2012 Devaux Ranch Blanc de Noirs Sparkling (Napa Valley),Sparkling Blend,Mumm Napa,2153.0,52329.0,0.0,0.0,0.0,1.0,other sparkling
Spain,"This is golden-tan in color. The nose is gaseous and smells of ham and yeast. The palate is distinctly foamy, while flavors of briny apple finish mild yet heavy.",Blanca Cusine Gran Reserva Brut Nature,87,40.0,Catalonia,Cava,,Michael Schachner,Parés Baltà 2009 Blanca Cusine Gran Reserva Brut Nature Sparkling (Cava),Sparkling Blend,Parés Baltà,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"This is top Champagne from Piper-Heidsieck, offering the delicious airy quality that's the hallmark of this house, with crisp apple flavor, tangy acidity and the first signs of yeasty, toasty bottle age. Its fruit intensity has transformed into a splendid selection. It's worth aging for a few more years, though also delicious now.",Brut Cuvée Rare Millesimée,94,175.0,Champagne,Champagne,,Roger Voss,Piper-Heidsieck 2002 Brut Cuvée Rare Millesimée  (Champagne),Champagne Blend,Piper-Heidsieck,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"The winery's top rosé is a Chardonnay-Pinot Noir blend. It shows equal parts limes, pears, strawberries and raspberries, reflecting its parentage. What lifts it to greatness is the structure, so refined and creamy, rich in acidity, with a yeasty bitterness. It has that hard to define quality of finesse that makes it gorgeous to drink now with the finest foods.",L'Ermitage Rosé,94,70.0,California,Anderson Valley,,,Roederer Estate 2004 L'Ermitage Rosé Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate,2153.0,52329.0,0.0,0.0,0.0,1.0,other sparkling
France,"This is a beautifully balanced, elegant and mature sparkler. There is fruit—ripe strawberry—but the main character is its fine balance and richness. It can age, though it is at its best now.",Cuvée Elisabeth Salmon Brut Rosé,94,222.0,Champagne,Champagne,,Roger Voss,Billecart-Salmon 2002 Cuvée Elisabeth Salmon Brut Rosé  (Champagne),Champagne Blend,Billecart-Salmon,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
France,"This intensely fruity selection is packed with red fruit that overlays its soft, tangy texture. Orange zest and citrus flavors give the right amount of freshness to this ready-to-drink wine.",Brut Rosé Premier Cru,88,59.0,Champagne,Champagne,,Roger Voss,Aubry NV Brut Rosé Premier Cru  (Champagne),Champagne Blend,Aubry,1396.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"This soft, mature wine has ripe red fruits that now merge with more yeasty, nutty flavors. The result is a delicately textured wine that is dry with delicious acidity at the end. Drink now.",Cuvée D Rosé,90,69.0,Champagne,Champagne,,Roger Voss,Devaux NV Cuvée D Rosé  (Champagne),Champagne Blend,Devaux,1396.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"Based in the southern Champagne Aube region, this producer offers a reserve cuvée that is ripe and full of fruit, with tangy acidity and a crisp texture. It offers good balance between lime and apple fruits and a richer character that makes it a great apéritif style. This bottling is ready to drink.",Grand Réserve Brut,90,39.0,Champagne,Champagne,,Roger Voss,Devaux NV Grand Réserve Brut  (Champagne),Champagne Blend,Devaux,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,"Aromas of chamomile flower, dried herb, white stone fruit and a whiff of bread crust waft out of the glass. The savory, concentrated palate offers golden apple, pear and a hint of candied lemon drop alongside an elegant mousse.",Brut,90,40.0,Lombardy,Franciacorta,,Kerin O’Keefe,Monogram 2009 Brut Sparkling (Franciacorta),Sparkling Blend,Monogram,2153.0,16121.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
France,"Superripe Pinot Noir and a high dosage have produced an off-dry wine that both rich and well balanced. Soft and creamy, with a hint of smokiness and a final tang of crisp red currants, it is a fine apéritif style of Champagne.",Rosé Velours Sec,90,99.0,Champagne,Champagne,,Roger Voss,Pannier NV Rosé Velours Sec  (Champagne),Champagne Blend,Pannier,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Richer notes of cream signal rounded richness: indeed the palate is creamy and mellow, with hints of lemon and baked apple. There even is something nutty around the edges of this elegant rounded wine which is nonetheless light-bodied and fresh. The dry finish is reassuringly long.",Brut,90,21.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,Ruhlmann NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Ruhlmann,2153.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"This wine highlights a balanced blend of the three Champagne grapes. In the house style of Henri Abele, it is ripe, with a tight mineral edge that gives a crisp aftertaste enhanced by lemon, pink grapefruit and touch of spice. Drink this attractive bottling now.",Brut,90,40.0,Champagne,Champagne,,Roger Voss,Henri Abele NV Brut  (Champagne),Champagne Blend,Henri Abele,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"All the mellow charm of ripe red apples, both baked and fresh, plays on the nose. The palate displays the same mellow richness, cut by brisk lemon freshness. The fizz is fine and enhances the delicacy of the sumptuous flavors on the palate that manages to be both rich and slender. The utterly dry finish is full of glorious baked-apple notes.",Brut,90,19.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,Hubert Meyer NV Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Hubert Meyer,2153.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
France,"A portion of wine blended for this wine is aged for five years on lees, helping create considerable depth and richness. The youthful fruit has been replaced by almond, spice and crisp acidity, with concentration and fullness. Drink now.",Brut Mosaïque Signature,90,50.0,Champagne,Champagne,,Roger Voss,Jacquart NV Brut Mosaïque Signature  (Champagne),Champagne Blend,Jacquart,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Simple, candied cava is what this is. The nose deals red licorice and cherry, while the palate is bubbly and plump, with plum and raspberry flavors. Not much detail but plenty of size and carbonation.",Rosat-Sec,83,15.0,Catalonia,Cava,,Michael Schachner,Família Oliveda NV Rosat-Sec Sparkling (Cava),Sparkling Blend,Família Oliveda,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Apple and powdery citrus aromas are austere but intriguing. But in the mouth, this thing foams like bubble bath. No matter whether you like the wine's citric flavors and apple essence or not, the fact that it bubbles up like a shaken soda is not an attribute. Oriel's gran reserva is similar in terms of carbonation issues.",Brut,82,18.0,Catalonia,Cava,,Michael Schachner,Oriol Rossell NV Brut Sparkling (Cava),Sparkling Blend,Oriol Rossell,2153.0,5014.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"A nice brut-style sparkling wine, made from Chardonnay and Pinot Noir. It's clean and crisp in acidity, with seemingly sweet flavors of orange, lime, raspberry and dough.",Natural,87,16.0,California,Russian River Valley,Sonoma,,Korbel 2009 Natural Sparkling (Russian River Valley),Sparkling Blend,Korbel,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Australia,"This pale salmon rosé is a reliable sparkling wine at a very good price. The latest NV release is toasty on the nose, then offers just faint hints of peach or berry flavors. It's lithe yet creamy on the palate, with a long finish.",Premium Brut Rosé,90,22.0,Tasmania,Tasmania,,Joe Czerwinski,Jansz NV Premium Brut Rosé Sparkling (Tasmania),Sparkling Blend,Jansz,2153.0,2059.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Whether it's the biodynamic vineyard or the ripeness of the fruit, this is certainly a rich, full-bodied wine. It's fruity and forward, although it's structure and minerality lendimpressive character. The aftertaste is fruity, fresh and bone dry.",Eclipse Crémant Blanc Brut Nature,90,17.0,Alsace,Crémant d'Alsace,,Roger Voss,Vignoble des 2 Lunes 2009 Eclipse Crémant Blanc Brut Nature Sparkling (Crémant d'Alsace),Sparkling Blend,Vignoble des 2 Lunes,2153.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Austria,"A blend of Pinot Noir and Chardonnay with some years of bottle aging has produced a sophisticated wine, pushing acidity and citrus flavors and a dancing sparkling character. Aromatic and very crisp.",Extra Brut Burgundersekt,88,23.0,Österreichischer Sekt,,,Roger Voss,Graf Hardegg 2004 Extra Brut Burgundersekt  (Österreichischer Sekt),Champagne Blend,Graf Hardegg,1396.0,2865.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Opens with a compelling nose offering a bready, yeasty and subtle deep strawberry quality. The solid performance continues on the palate, with full, lively flavors and a steady bead. Has a fine mousse and closes with impressive tart-sweet strawberry and plum flavors. Full and complex.",Rosé Heritage Brut,92,42.0,Champagne,Champagne,,,Delbeck NV Rosé Heritage Brut  (Champagne),Champagne Blend,Delbeck,1396.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"Abelé lays claim to being the third-oldest Champagne house in Reims, and this stylish, sophisticated and thoroughly excellent bottle provides ample evidence that this is an important producer. From the textured, elegant, densely layered nose to the richly toasted flavors and the lingering, sensuous finish, it shows a confident touch with a continental flair.",Brut,92,25.0,Champagne,Champagne,,Paul Gregutt,Henri Abele NV Brut  (Champagne),Champagne Blend,Henri Abele,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"From the famous maker of Cristal comes a truly lovely, ripe bottle of bubbly, bursting with buttered, roasted nuts and lemony fruit. The Brut Premier spends a little extra time in bottle before being released. It makes for a forward, lush and just plain delicious style of Champagne rather than one that is especially complex or elegant. If anything, this bottle will put you in a boisterous mood and keep any party hardy.",Premier Brut,91,42.0,Champagne,Champagne,,Paul Gregutt,Louis Roederer NV Premier Brut  (Champagne),Champagne Blend,Louis Roederer,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"The extraordinary package, created by fashion designer Jean-Paul Gaultier, is so over-the-top that it is truly worth owning in and of itself. A hand-stitched, red vinyl body suit, tailored to the bottle’s seductive curves, has been laced, from bottom to top, onto the bottle, like an elegant, racy woman’s boot. Given that this is an election year, I should confess I have sinned in my heart looking at this bottle. Oh, and how’s the wine? Big, bold, fruity, assertive, toasty and otherwise in-your-face flavorful.",Special Cuvée Brut,91,100.0,Champagne,Champagne,,Paul Gregutt,Piper-Heidsieck NV Special Cuvée Brut  (Champagne),Champagne Blend,Piper-Heidsieck,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Champagne is the model for this ultraclassy wine. The aromas explode with toast, lees and the most delicately fragrant citrus and raspberry notes. It turns rich and subtle in the mouth. There’s a suggestion of fruit, but it’s really quite dry. The quality difference is in the harmony, elegance and balance. This is seriously good sparkling wine.",Millennium Cuvée,91,21.0,California,California,California Other,,Thornton NV Millennium Cuvée  (California),Champagne Blend,Thornton,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"It’s a significant commitment of time, money and resources to cellar a sparkling wine for this long, and Ferrer is to be commended for going the extra mile. The wine rewards the years of producer patience with a soft richness that is both lush and creamy. The once-fresh bready scents have evolved into a toasty, nutty smoothness, and the flavors coat the palate and mellow through an extended finish.",Carneros Cuvée Brut LD,90,32.0,California,Carneros,Napa-Sonoma,Paul Gregutt,Gloria Ferrer 1991 Carneros Cuvée Brut LD  (Carneros),Champagne Blend,Gloria Ferrer,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"The pedigree shows in the exceptionally attractive aromas, which are of toast, bread dough and yeast, with a trace of peach and honey. In the mouth, it's so rich, creamy and refined, it's hard to resist. There's a finesse that every wine should have. Defines balance, harmony and style.",Brut,90,48.0,Champagne,Champagne,,,Ruinart NV Brut  (Champagne),Champagne Blend,Ruinart,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"The aromas of this robust rosé scream “Pinot Noir,” with their earthy, leathery, cherry and barnyard elements. It tastes like a good Pinot that’s been livened up with bubbles; even the texture has some of that velvet that you find in Burgundies.",Dom Pérignon Rosé,90,290.0,Champagne,Champagne,,,Moët & Chandon 1990 Dom Pérignon Rosé  (Champagne),Champagne Blend,Moët & Chandon,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
US,A full-flavored but light-bodied sparkler that has some toasty elements over lemon-tangerine fruit. The long finish brings some attractive pink grapefruit notes. A very welcome surprise from this Rhode Island winery.,Samson Brut,90,25.0,Rhode Island,Southeastern New England,,,Sakonnet 1995 Samson Brut  (Southeastern New England),Champagne Blend,Sakonnet,1396.0,52329.0,0.0,0.0,0.0,1.0,other sparkling
Italy,"Palate-pleasing toasty, vanilla-cracker and tropical-fruit flavors. Fine bubbles lend a richness to the mouthfeel; the lush, nutty finish extends deliciously on and on. This could almost pass for a French tête de cuvée, except for the distinctly almond note (very tasty at that) running through the finish.",Dino Nero Spumante,90,36.0,Piedmont,Piedmont,,Paul Gregutt,Bruno Giacosa 1996 Dino Nero Spumante  (Piedmont),Champagne Blend,Bruno Giacosa,1396.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"A classy, elegant style of Champagne with a tart, steely structure and firm, tight flavors. Very dry and a bit closed down, but the length and concentration suggest some wonderful development ahead. This style of Champagne would benefit from cellaring; at least four or five years would be optimal.",Premier Cru Brut,90,30.0,Champagne,Champagne,,Paul Gregutt,Nicolas Feuillatte NV Premier Cru Brut  (Champagne),Champagne Blend,Nicolas Feuillatte,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
US,"This is probably the most crowd-pleasing of Thornton’s current lineup. It has all the elegance and class of the Brut Reserve Natural but a touch of sugar adds roundness and richness to the fruit. It’s more savory, more piquant, fatter, without being blowsy or obvious. This is very fine brut, able to hold its own with the best.",Brut Reserve,90,21.0,California,California,California Other,,Thornton 1995 Brut Reserve  (California),Champagne Blend,Thornton,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"The onion-skin color is pretty to look at, and even nicer is the complex aroma: earthy and rich, suggesting cherry-chocolate candy, toast and yeast. It really stands out on the palate, where the full-bodied cherry flavors are highlighted by crisp acidity. Notable for its balance, finesse and sheer charm.",Diamant Rosé,89,70.0,Champagne,Champagne,,,Heidsieck & Co Monopole 1988 Diamant Rosé  (Champagne),Champagne Blend,Heidsieck & Co Monopole,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"This prestige cuvee honors Guy Devaux, who founded the California winery, and takes the familiar, user-friendly house style to an unprecedented level of intensity. The concentrated, beguiling nose suggests cask-conditioned ale and freshly baked bread. The wine fills every corner of the palate with rich, seductively layered flavors. The finish says California, not Champagne, with its tart fruit and spice.",DVX,89,50.0,California,Napa Valley,Napa,Paul Gregutt,Mumm Cuvée Napa 1996 DVX  (Napa Valley),Champagne Blend,Mumm Cuvée Napa,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Opening with its rich nose of hay, honeysuckle and yeasty scents, this offering establishes itself as a pleaser, with a smooth mouthfeel, grapefruit and apple flavors offset by tropical fruit notes, and a zingy brisk finish. It’s a tasty offering that possesses a lot of different elements, all well-handled and nicely balanced.",Blue Top Brut,89,35.0,Champagne,Champagne,,,Heidsieck & Co Monopole NV Blue Top Brut  (Champagne),Champagne Blend,Heidsieck & Co Monopole,1396.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"Toasty and yeasty, this medium-full rosé opens with berry, rose and earth notes, and has full cherry-berry flavors with herb accents on the palate. Displays a good bead, and closes dry and long with berry flavors and appealing tarragon and ripe tomato notes.",Brut Rosé,89,45.0,Champagne,Champagne,,,Soutiran NV Brut Rosé  (Champagne),Champagne Blend,Soutiran,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Fine, fizzy bubbles make this particularly inviting in the flute. There’s a nice rich creaminess to the mouthfeel, and it hits the palate with good weight and authority. Lemon and vanilla fill the mouth, and lead to a ripe, clean finish with just a touch of licorice for added interest. Best Buy.",Brut Cava,88,12.0,Catalonia,Penedès,,Paul Gregutt,Montsarra NV Brut Cava  (Penedès),Champagne Blend,Montsarra,1396.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"This blend of Pinot Noir and Pinot Meunier is full bodied and rich. Red-berry aromas are followed on the palate with tangy apricot and strawberry fruitiness. It is a ripe wine, ready to drink.",Charles VII Grande Cuvée des Lys Blanc de Noirs Brut,89,50.0,Champagne,Champagne,,Roger Voss,Canard-Duchêne NV Charles VII Grande Cuvée des Lys Blanc de Noirs Brut  (Champagne),Champagne Blend,Canard-Duchêne,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Tart red currant and red apple mingle with tangy citrus on nose and palate. Very frothy lively mousse fizzes across the palate, making it refreshing and appetizing. The citrus and tart red-fruit notes appear again on the clean dry finish, making it moreish and long.",Mayerling Brut Rosé,89,40.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,Cave de Turckheim NV Mayerling Brut Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Cave de Turckheim,2153.0,21002.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
France,"The nose is rather shy and just hints at citrus freshness. The palate, however, fizzes with expressive lively lemon notes which are presented on a light, fruity, inherently fresh and dry body. This is easy and totally refreshing and finishes on a lovely lemon note.",Prestige Brut,89,50.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,Cave du Roi Dagobert NV Prestige Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Cave du Roi Dagobert,2153.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
